CustomerID,Age,Gender,Product Category,City,Monthly Spending,Purchase Frequency,Payment Method,Customer Rating,Returns
165,48,Female,Electronics,Hyderabad,12811.0,14,Card,2.7,3
166,19,Female,Sports,Hyderabad,13763.0,13,Net Banking,3.2,5
167,28,Male,Electronics,Mumbai,30523.0,12,Net Banking,1.5,4
168,37,Male,Groceries,Bengaluru,13679.0,4,Cash,1.9,5
169,57,Female,Electronics,Mumbai,7407.0,18,UPI,3.1,4
170,50,Male,Clothing,Hyderabad,40796.0,15,Cash,2.4,4
171,58,Female,Clothing,Mumbai,2846.0,8,Net Banking,4.2,1
172,46,Male,Groceries,Bengaluru,10158.0,8,Card,1.6,2
173,41,Male,Sports,Mumbai,34208.0,16,Cash,4.0,0
174,33,Female,Sports,Chennai,30268.0,4,UPI,1.7,3
175,32,Female,Clothing,Chennai,25219.0,2,Cash,2.5,0
176,51,Male,Electronics,Bengaluru,19971.0,9,UPI,2.3,4
177,65,Male,Clothing,Pune,19144.0,11,Net Banking,3.9,0
178,41,Male,Sports,Mumbai,31614.0,12,Cash,3.4,2
179,25,Female,Groceries,Chennai,34750.0,15,Net Banking,3.8,3
180,32,Male,Electronics,Bengaluru,2824.0,1,Card,4.2,0
181,20,Female,Furniture,Pune,20974.0,13,Net Banking,2.6,3
182,60,Male,Clothing,Pune,8012.0,19,Card,3.1,4
183,23,Male,Furniture,Hyderabad,16994.0,8,Cash,1.1,0
184,44,Male,Furniture,Mumbai,2274.0,8,UPI,3.0,3
185,26,Male,Sports,Chennai,30732.0,14,Card,1.0,1
186,24,Male,Furniture,Mumbai,6897.0,3,Net Banking,1.2,3
187,18,Female,Clothing,,15777.0,20,Card,4.7,5
188,51,Female,Groceries,Pune,31823.0,8,Card,4.7,0
189,55,Female,Groceries,Mumbai,47425.0,20,Net Banking,2.8,1
190,61,Female,Groceries,Hyderabad,40559.0,16,UPI,3.5,4
191,53,Female,Electronics,Bengaluru,14310.0,19,UPI,3.1,2
192,37,Male,Furniture,Hyderabad,35107.0,18,Cash,1.4,4
193,42,Male,Groceries,Mumbai,30980.0,12,Cash,1.7,1
194,42,Male,Furniture,Bengaluru,6471.0,16,UPI,3.4,4
195,44,Male,Furniture,Chennai,9141.0,9,UPI,1.4,3
196,32,Female,Groceries,Chennai,16867.0,2,Card,1.2,1
197,47,Female,Electronics,Chennai,17519.0,9,UPI,1.3,3
198,62,Male,Sports,Chennai,19674.0,14,Card,4.7,0
199,65,Male,Furniture,Chennai,43852.0,15,Cash,1.5,0
200,36,Male,Electronics,Mumbai,15822.0,4,Net Banking,4.9,1
201,30,Female,Sports,Pune,13728.0,11,Net Banking,4.3,2
202,19,Male,Electronics,Pune,1830.0,2,Net Banking,2.2,4
203,28,Female,Sports,Bengaluru,1807.0,15,Card,3.9,3
204,29,Female,Sports,Mumbai,21616.0,4,Card,3.7,3
205,58,Female,Electronics,Chennai,8520.0,8,UPI,1.4,4
206,40,Male,Electronics,Pune,47109.0,9,Net Banking,4.8,0
207,26,Male,Groceries,Bengaluru,12859.0,11,Cash,3.3,1
208,58,Female,Electronics,Pune,11016.0,1,Cash,2.5,4
209,39,Male,Furniture,Mumbai,34743.0,9,Cash,1.8,4
210,19,Male,Electronics,Bengaluru,12811.0,11,Net Banking,5.0,1
211,46,Male,Groceries,Bengaluru,26871.0,15,UPI,2.5,1
212,54,Female,Sports,Bengaluru,24233.0,20,Cash,2.4,3
213,55,Female,Sports,Mumbai,23381.0,5,Card,3.2,4
214,30,Male,Groceries,Bengaluru,5306.0,15,Net Banking,3.6,1
215,60,Male,Clothing,Mumbai,49725.0,3,Cash,1.1,1
216,46,Male,Clothing,Bengaluru,28620.0,13,Card,4.5,3
217,20,Male,Sports,Chennai,49645.0,11,Net Banking,2.1,4
218,57,Male,Groceries,Bengaluru,39903.0,15,Cash,4.6,0
219,54,Female,Clothing,Mumbai,37791.0,14,Cash,3.5,0
220,52,Male,Sports,Hyderabad,47617.0,6,Net Banking,2.8,4
221,35,Male,Sports,Hyderabad,13924.0,14,Cash,2.0,4
222,36,Female,Electronics,Mumbai,33592.0,2,Card,4.7,0
223,64,Female,Sports,Pune,2671.0,14,Card,2.4,2
224,21,Female,Sports,Pune,11578.0,5,Card,5.0,5
225,47,Female,Furniture,Pune,33804.0,11,Cash,1.4,0
226,35,Male,Groceries,Bengaluru,40246.0,12,Net Banking,4.6,2
227,28,Female,Sports,,46554.0,10,Cash,3.2,5
228,51,Female,Sports,Bengaluru,10848.0,11,Card,2.2,0
229,46,Female,Groceries,Chennai,22817.0,10,Net Banking,2.9,3
230,35,Male,Groceries,Pune,47958.0,10,Net Banking,1.5,1
231,53,Male,Clothing,Hyderabad,13134.0,1,Cash,2.9,2
232,57,Male,Electronics,Mumbai,35513.0,7,UPI,1.9,4
233,31,Male,Electronics,Pune,25504.0,6,UPI,3.5,3
234,26,Male,Clothing,Pune,8837.0,16,Card,3.2,5
235,45,Female,Clothing,Hyderabad,35018.0,4,UPI,1.3,4
236,33,Male,Furniture,Hyderabad,2465.0,10,Net Banking,3.6,0
237,62,Male,Groceries,Pune,10242.0,15,Net Banking,1.9,5
238,46,Female,Groceries,Bengaluru,23118.0,11,Card,1.5,0
239,42,Male,Furniture,Chennai,27393.0,7,Net Banking,3.5,0
240,65,Male,Groceries,Pune,39591.0,17,Cash,3.6,0
241,41,Female,Sports,Hyderabad,21724.0,1,Cash,1.4,2
242,35,Male,Electronics,Mumbai,20115.0,7,Card,3.0,0
243,52,Male,Sports,Pune,39952.0,8,Card,2.6,5
244,36,Female,Electronics,Bengaluru,32314.0,11,Card,3.7,2
245,41,Female,Electronics,Pune,24920.0,12,UPI,3.8,1
246,51,Male,Groceries,Mumbai,27997.0,2,Net Banking,3.9,0
247,39,Female,Furniture,Mumbai,39177.0,3,Net Banking,2.6,2
248,34,Female,Sports,Mumbai,25416.0,5,Cash,4.7,0
249,54,Male,Electronics,Mumbai,,2,Cash,1.9,5
250,33,Female,Clothing,Chennai,23069.0,13,Card,4.6,2
68,58,Female,Clothing,,27334.0,15,Net Banking,3.9,4
250,33,Female,Clothing,Chennai,23069.0,13,Card,4.6,2
231,53,Male,Clothing,Hyderabad,13134.0,1,Cash,2.9,2
162,21,Male,Clothing,Bengaluru,9481.0,15,Net Banking,3.0,2
92,47,Female,Groceries,Hyderabad,9852.0,17,UPI,3.6,5
225,47,Female,Furniture,Pune,33804.0,11,Cash,1.4,0
59,55,Female,Groceries,Bengaluru,48895.0,8,Card,2.5,3
235,45,Female,Clothing,Hyderabad,35018.0,4,UPI,1.3,4
181,20,Female,Furniture,Pune,20974.0,13,Net Banking,2.6,3
5,47,Male,Sports,Hyderabad,27302.0,16,Card,1.7,0
243,52,Male,Sports,Pune,39952.0,8,Card,2.6,5
189,55,Female,Groceries,Mumbai,47425.0,20,Net Banking,2.8,1
